AT-F7CF54A	365404	1G8ZK5273SZ365404	used	Saturn SL2	1995	\N	$2,995 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	White	Gray	203,017 	\N	2 wheel drive - front	Automatic	This saturn gets 35 mpg's while on the highway and is available for our buy here pay here program. Its exterior has some minor damage, but still runs great. If your looking for a car to get you around town safely and effieciently, than this is. View more details.
AT-F8E7F8D	317074	1GHDU06L9PT317074	used	Oldsmobile Silhouette	1993	\N	$2,995 	Van	\N	6 Cylinder Gasoline	Gasoline	White	Gray	147,693 	\N	2 wheel drive - front	3 Speed Automatic	
AT-F90DD16	90287A	1G4CW54C0K1677197	used	Buick Electra Park Avenue Sedan	1989	\N	$2,995 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Blue Aj	\N	23,321 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	For information on this vehicle call kevin kueber at 596-3040!.
AT-F31968B	5926XA	1FAFP58U9XG240519	used	Ford Taurus SE	1999	\N	$2,998 	Wagon	Four Door	6 Cylinder Gasoline	Gasoline	Green	\N	Unlisted 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	Automatic transmission,air conditioning,power steering,power brakes,power door locks,power windows,tachometer,tilt steering wheel,cruise control,cloth upholstery,rear window wiper,bucket seats,am/fm stereo & cassette player,center console,roof. View more details.
AT-F95FE65	8201	3B4GM07ZXKM908234	used	Dodge Ramcharger AW 100 4x4	1989	\N	$2,999 	Sport Utility	Two Door	8 Cylinder Gasoline	Gasoline	Gray	\N	194,353 	\N	4 wheel drive - rear	\N	**true mileage unknown**  dealership is fluent in english, spanish and italian. If we dont have the vehicle you are looking for let us know and we will get it. Dont pay franchise dealer cost when you dont have to and come to mago auto sales and l. View more details.
AT-F90B84B	101684C	1GNDT13W2Y2133056	used	Chevrolet Blazer LS	2000	\N	$2,999 	Sport Utility	Four Door	6 Cylinder Gasoline	Gasoline	Summit White	Gray	206,022 	\N	4 wheel drive - rear	4 Speed Automatic with Overdrive	Stock photo may be shown.
AT-F42DF25	P7154A	1G8ZK527XWZ276662	used	Saturn SL2	1998	\N	$2,999 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Medium Red	\N	115,325 	\N	2 wheel drive - front	Automatic	Priced2go - great 2nd car  great kids 1st car   hates gas  *exclusive internet offer, get an additional $500. 00 off your next vehicle purchase by making a confirmed test drive appointment with our certified internet team. Call 866. 532. 2222 today!!. View more details.
AT-F5C8920	900962	3G4AG54N9MS635148	used	Buick Century Special Sedan	1991	\N	$2,999 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	\N	\N	216,531 	\N	2 wheel drive - front	3 Speed Automatic	*exclusive internet offer, get an additional $500. 00 off your next vehicle purchase by making a confirmed test drive appointment with our certified internet team. Call 866. 532. 2222 today!!! ** prices valid with confirmed internet department appoin. View more details.
AT-F536D2B	814182	2GBEG25K3N4121403	used	Chevrolet G Van Conversion Van	1992	\N	$2,999 	Van	\N	8 Cylinder Gasoline	Gasoline	White	Blue	145,811 	\N	2 wheel drive - rear	4 Speed Automatic with Overdrive	Quad captains charis - 3rd row - hurry priced2go - dont miss out - call today - contact our certified internet team before its to late! save time and money - call 866. 532. 2222 today! conversion van, quad captains charis, 3rd row, premium cloth, wo. View more details.
AT-F58FEDD	803591	2B3HD46T7VH757112	used	Dodge Intrepid SE	1997	\N	$2,999 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Stone White	Driftwood	94,414 	\N	2 wheel drive - front	4 Speed Automatic	This one's cheaper than a toaster - full-size family car with an economic stimulus price - *exclusive internet offer, get an additional $500. 00 off your next vehicle purchase by making a confirmed test drive appointment with our certified inte. View more details.
AT-F8B20D1	106489	JM1BJ2222X0106489	used	Mazda Protege DX	1999	\N	$2,999 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Maroon	Gray	176,376 	\N	2 wheel drive - front	Automatic	See our full inventory at www. Springsautomotivegroup. Com this mazda comes with a 1. 6 liter, 4 cyl engine that gets an estimated 35 mpg. Its automatic transmission is much safer to drive than a manual if you like to drink coffee or talk on the cell. View more details.
AT-F714934	FL033A	1GKEK13R8TJ702747	used	GMC Yukon 4x4	1996	\N	$2,999 	Sport Utility	Four Door	8 Cylinder Gasoline	Gasoline	Silver	Other	201,070 	\N	4 wheel drive - rear	4 Speed Automatic with Overdrive	Why pay retail? -.
AT-F33CF68	FL438A	1FAFP34P5YW278146	used	Ford Focus SE Sedan	2000	\N	$2,999 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Blue	Dark Charcoal	144,157 	\N	2 wheel drive - front	Manual	Why pay retail? -.
AT-F1CF320	FL979A	1HGEJ1121SL002366	used	Honda Civic EX Coupe	1995	\N	$2,999 	Coupe	Two Door	4 Cylinder Gasoline	Gasoline	Black	Black	150,061 	\N	2 wheel drive - front	Manual	Why pay retail? - thank you for visiting another one of auto liquidators's exclusive listings!.
AT-F2476A1	FL1047A	1HGCB9871NA005305	used	Honda Accord EX	1992	\N	$2,999 	Wagon	Four Door	4 Cylinder Gasoline	Gasoline	Green	Tan	135,459 	\N	2 wheel drive - front	Automatic	Why pay retail? - this 1992 honda accord is offered to you for sale by auto liquidators. With just 135459 miles, this car is barely broken in. This vehicle is priced to sell.
AT-F48E345	FL909A	1G6CD133XL4219030	used	Cadillac De Ville Coupe	1990	\N	$2,999 	Coupe	Two Door	8 Cylinder Gasoline	Gasoline	White	Blue	132,322 	\N	2 wheel drive - front	4 Speed Automatic with Overdrive	Why pay retail? - half blue top, beauty for the age, come take a drive-beautiful interior well maintained.
AT-F942FB2	AL096L	1Y1SK5384PZ015782	used	Geo Prizm LSI	1993	\N	$2,999 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Black	Gray	138,562 	\N	2 wheel drive - front	Automatic	Why pay retail? - this is a great first car, great on gas and ready to drive off the lot!  this is an economical vehicle that will get you where you need to go!.
AT-F56EE57	FL1142A	4T1SK12E7RU329331	used	Toyota Camry LE	1994	\N	$2,999 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Green	Other	179,679 	\N	2 wheel drive - front	Automatic	Why pay retail? - cash price.
AT-F779B72	H7174	KNAFB121115035762	used	Kia Sephia	2001	\N	$3,195 	Sedan	Four Door	4 Cylinder Gasoline	Gasoline	Blue	Gray	112,666 	\N	2 wheel drive - front	5 Speed Manual	We offer the best financing in the state! *** all-season tires,power steering,power brakes,trip odometer,tilt steering wheel,interval wipers,rear defroster,remote trunk lid,remote fuel door,vanity mirror,front bucket seats,accent stripes,center ar. View more details.
AT-EAEB426	5560	3FAKP1134XR152690	used	Ford ZX2 Escort	1999	\N	$3,249 	Coupe	Two Door	4 Cylinder Gasoline	Gasoline	Toreador Red Metallic	Gray	99,430 	\N	2 wheel drive - front	Manual	With its rakish design  the ford escortzx2 is one of the hottest-looking compacts on the market. It's a true coupe  not just a sedan with two doors. Yet its handsome interior reveals a roomy back seat and surprisingly large trunk. Its look. View more details.
AT-F7BB8A3	8204	YV1KS9604V1118840	used	Volvo 960	1997	\N	$3,250 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	White	\N	115,936 	\N	2 wheel drive - rear	4 Speed Automatic with Electronic Overdrive	Dealership is fluent in english, spanish and italian. If we dont have the vehicle you are looking for let us know and we will get it. Dont pay franchise dealer cost when you dont have to and come to mago auto sales and let the "magic" h. View more details.
AT-E7D1D22	13672	4S2CY58Z6M4327494	used	Isuzu Rodeo 4x4	1991	\N	$3,288 	Sport Utility	Four Door	6 Cylinder Gasoline	Gasoline	Blu	Gra	Unlisted 	\N	4 wheel drive - rear	\N	Great get me around suv. Looks and drives well. The 4x4 will get you through the toughest road conditions. V6 5 speed. Nice roomy interior. Affordably priced. Come on down!!!!!!!.
AT-F82C5B0	232749	1G1NE52M4X6232749	used	Chevrolet Malibu LS Sedan	1999	\N	$3,295 	Sedan	Four Door	6 Cylinder Gasoline	Gasoline	Green	Gray	86,036 	\N	2 wheel drive - front	4 Speed Automatic with Electronic Overdrive	Clean affordable transportation! come on down for a test drive today!.
AT-F85C5C9	\N	\N	used	Chevrolet Blazer	1986	\N	$3,300 	Sport Utility	Two Door	8 Cylinder	Gasoline	Silver	\N	167,837 	\N	4 wheel drive	Automatic	For questions contact me in my email:mi2schuetz@live. Com.
AT-F91333E	K8277A	1G1JC124XX7282773	used	Chevrolet Cavalier RS Coupe	1999	\N	$3,395 	Coupe	Two Door	4 Cylinder Gasoline	Gasoline	Aquamarine Blue	Graphite	105,432 	\N	2 wheel drive - front	Automatic	Power steering,power brakes,rear spoiler,bucket seats,daytime running lights,center console,dual air bags,intermittent wipers,anti-lock braking system (abs),tinted or privacy glass.
